toxic,nontoxic
Your guy is interested because with that much shit... he could play Joe-fucking-Hollywood until the wheels come off.,"your friend cares, 'cause with a lot of snow, he can ride in Hollywood until his wheels roll."
I got rid of my power and you got an easy fuck.,I got rid of my skills and you got laid.
“Shut up.,"""be quiet."
"It's not worth your life, you idiot!","it's not worth your life, man!"
"Who do you think you are, coming to our contest and pulling this shit?","what do you think you are, you come to our race and you do cool?"
"Christie, get down on your knees... so Sabrina can see your asshole.","Christie, get on your knees. Sabrina sees your tip."
"The phone, it was broken. - Shit.","no, the phone was broken."
"Damn, Mama, you still got it.","well, Mom, you're still in it."
"You happy now, you big butch bastard?","are you happy, you tough guy?"
Please let me go! You fool!,"master, please let me go!"
Please tell me why that damned Lupin is after your bride.,any idea why Lupin wants to kidnap your bride?
You'll have to give a shit tonight when your daughter get home.,he'll look after you when your daughter comes home.
"You're history. Now, fix this fucking thing, or we got a problem.","you better fix this, or we have a problem."
Three days of this shit.,three days of this horror.
Oh God. Shit!.,"oh, my God."
"I make crap. Yes, but if you take that crap and put a star in it, then you've got something.","yes, but if you take the beige and put a star into it, you'll get something out of it."
I thought she was better than those bunch of morons she hung with.,I thought she was better than the guys on the team she was friends with.
You lying cunt!,but you're lying.
But I'm in that stupid play.,but I play in it.
Damn it !,"oh, God."
God damn it!,for God's sake!
"They're like all the rest of them, stupid.","they are, like everyone else."
"I fact you're the sorriest bunch of losers, I've ever seen!",you're the biggest bunch of posters I've ever seen!
Bullshit She worked in your meth lab She used your phone,"she was in your lab, she used your phone."
It's just a stupid documentary I saw.,it's just one document I've seen.
"Get better fast, damn you.",you better get better quick.
"Dude, look out for the roadblock! - Oh, shit!","dude, watch out for the roadblock!"
"And as for sad, pathetic Pam?","and sad, poor Pam?"
Shoot her!,get to her!
Leave a fucking message.,leave a message.
Fuck off. Jep's found a theater for me.,Jep found a theater for me.
"How's Mammon crossing over, you half-breed piece of shit?","how does Mammon intend to pass, the semi-circle?"
Shut up.,"quiet, quiet."
Most of them are fucking Indians.,most of them are Indian.
"Move your ass, dude!","move it, man!"
You know how much this shit cost?,you know how much it cost?
"Well, that's outdated and old-fashioned and just idiotic.","well, that's old-fashioned and old-fashioned."
I can say whatever the fuck I want and you won't remember.,"I can say whatever I want, and you'll forget it."
"I wasn't ""into gymnastics,"" stupid.",I was just not amused by gymnastics.
Take a look at that shit.,take a look at this.
You're the only one I trust in this shitty life.,you're the only one I can trust.
"""Bet your ass.""","""you bet."""
Your ass and your grass is all his now.,you and your grass belong to him now.
Last motherfucker who robbed the Red Sox like this was Jack Clark.,the last time Red Sox handled Jack Clark.
Shut up! - The one that you wish was a man?,the one you want to be a guy?
"New York is in America, you fuck.",new York is in America.
I wanna show you how to do this shit.,I'll show you how it's done.
And they are an excrement in comparison with your beauty!,it's nothing compared to your beauty.
"Fuck. The only reason you're fucking here, and I'm chained to this fucking pipe, is so that you can have something to fucking save and fucking feel good about yourself.",the only reason you're here and I'm tied to the tube is that you have something to save so you can feel good.
"Oh, he can be such a little shit sometimes.",he can be such a punk sometimes.
He's the fucking shark from Jaws.,"he's like the shark in ""Jaws."""
"Sam, clean up this shit and come to my office.","Sam, clean this up and come to my office."
Fucking lights and shit everywhere.,"lights everywhere, man."
I just think we shouldn't listen to any of this crap.,"it's not important, I don't think we should listen to it."
The bitch had left him no choice.,the cow just gave him no choice.
So don't worry about none of this shit.,then don't worry about it.
"You forget who you are, bitch?!","you forget who you are, man?"
Don't just talk about it! Don't be so useless!,don't talk about it. Don't stand there.
What the fuck is going on?,what's going on here?
"You'll break it--"" ""Shut up.""","""be careful, you'll break it."""
"Shit, like high school.",sometime in high school.
"""Just one more example of the stupidity of the military.","""it's just another example of the irrelevance of the military."
They'd seen too many families to fall for that rubbish.,they've seen far too many families who have jumped on this rock.
They're all fucking.,they all squeak.
"Uh, isn't that a little fucked up?",isn't that a little messed up?
"When you said, ""This is no picnic, bitch,"" I screamed on the inside like one.","when you said, ""This isn't a picnic, dude,"" I really freaked out inside."
"Pretty soon ,She starts pulling the same crap all women do .",she would soon start voicing like all the other girls.
We got someone you've been looking for. Shit.,we have someone you're looking for.
"What's this shit in your eyes, Renato?","what happened to your eyes, Renato?"
"Oh, Shit!","oh, my God."
See what happens when you fuck with me!,I see what happens when someone yells at me!
Get a motor for this shit.,you have to get a motor.
How could you be so foolish?,how can you be so unreasonable?
"The girl wants you to fuck her, you fuck her.","a girl wants you to do it, so you do it."
"""Damn, girl.","""hello, girl!"
Enough! -Shut up!,that's enough!
How do you get rid of all this scum?,how do I get rid of this mess?
"That's our fucking ride, mate.","that's our ride, bro."
I hope you have a nicer place than this shithole to fuck your wife.,I hope you're tapping your wife in a better place than this.
Shut up!,be quiet.
"This is a stupid idea, Rainer, really.","what a bad idea, Rainer."
I think it's so stupid.,I think it's too bad.
Don't make any stupid moves!,don't take any reckless steps!
"Bullshit! You tell 'em, or I will.","either you tell them, or I will."
Do you have any of those Chinese butts left?,any of those Chinese cigarettes left?
This is some serious shit.,this is serious stuff.
"But then, she doomed herself, and you were dumb enough to go after her.","but then she dismissed herself, and you went for her."
"Get off my fucking roof, Emmet.",get out of the roof.
"Good night, hooker.",good night.
Fuckin' shame.,too bad.
"""Michelangelo,"" ""Fanculo"" (fuck you), ""O sole mio.""","""Michelangelo,"" ""Fanculo"" ""O sole mio."""
And the worst part is... ...that little girl... ...grinding and dry humping the fucking stage up there... ...that's somebody's daughter up there.,"and the worst part is how the girl gets on the stage and gets laid right on stage. - she's someone's daughter. -... daughter, I just wanted to say it."
Let's fuck on these beans.,let's roll on these coffee beans!
Shut up. You don't know me.,you don't know me.
Where the fuck do you think you are going?,"hey, where are you going?"
"Oh, shit.","oh, my God."
"Now, I know you're a goddamn lawyer!",I know you're a lawyer.
What the fuck you gonna do?,what do they do?
"Yeah, we were going to give you your computer and phone back. Fuck you!","yeah, we'll give you your computer and the phone back."
"I mean, I'd wake up every fucking night hearing that mother scream.","I woke up every night, and I heard the scream."
