toxic,nontoxic
Guts is an indispensable member of the Hawks! Shit!,the Guts is vital for the Kumran Hawk!
"All right, motherfucker, he got me, too.","all right, he got me too."
But I don't expect you idiots to get it.,but I don't expect you to understand.
Fuck. What are you doin'?,what are you doing?
I just wanted an autograph. - Fuck you.,I just wanted an autograph.
He wouldn't do anything this stupid.,he wouldn't do such a thing.
And we have to take Glenville to avoid traffic... ...because the damn churchpeople drive too slow.,we had to go after Glenville to avoid traffic...... because those people were going too slow.
Fuck Mick.,let's have Mick.
"What the fuck are you talking about, Stanley?",what are you talking about?
You spent a lot of money to get that ass.,you spent a lot to get it.
"I need this shit, too.",I need it too.
You guys don't know that shit for sure!,you guys don't know for sure!
How the fuck are you?,how you doing?
Bush and Cheney didn't know about that shit? Give me a fucking break!,do you think Bush and Cheney didn't know about this?
"Come here, loser!",come here.
"Oh, shit! lt's Miss Ouiser.",this is Mrs. Ouiser.
"Idiot, you still believe in Santa Claus?",you still believe in Santa Claus?
"Fuck you! Okay? Okay, Lawler?","you got it, Lawler?"
Let's say this piece of shit is worth 300 bills.,let's say it's worth 300 bucks.
"Not this shit, though, dude.","even if that ain't, man."
You fucking What's your problem?,what is your problem?
"""Stevie Wonder sees more shit than you do!""",Stevie Wonder sees more than you!
"Hell, the goddamn Secretary of Defense... ...just bought 4000 acres down the road.","the defense minister bought 4,000 acres for the city."
Fuck you think we gonna do?,what do you think?
"This is what you've trained for, scum.",you've trained for this!
"Listen... ...you have any great ideas... ...just keep them to your fucking self, okay... ...and leave this shit to me.","listen, if you have great ideas, keep them to yourself... and leave this on me."
"""if you run for that stupid phone again you're gonna pay.""","""if you run again, you'll pay once."""
Do you realize who the fuck you're talking to?,do you even know who you're talking to?
A very attractive face. Shut the fuck up!,it's a very attractive face.
Dude! What the fuck?,"dude, what are you doing?"
"You see that shit, huh?",you see the stuff?
"Fuck, man.","come on, man."
"What the fuck, Teddy?","what's going on, Teddy?"
"Sometimes it seemed stopping crime... ...was the Commander's least important priority. Shit, Estevao!","sometimes, it seemed like stopping crime was the commander's least priority."
"Now it's out of your paycheck, motherfucker.","and this is coming from your paycheck, man!"
That is bullshit! That is a false statement!,this is a false statement!
You can work that shit all night.,you can do it all night.
Fucking... ...new! You get it?,I want my car...... like... new...!
You know I live for that crap.,you know I live like that.
"Because you're idiots. Come on, silicon red, let's sell out.","come on, Silicon Red, let's sell the concert."
"Bo, it's not my fault that your son was a wife-beating piece of shit.","Bo, it's not my fault he was your son's son-in-law."
"What the fuck, LaFayette?","what is this, LaFayette?"
Fuck! What's the score?,what's the score?
"I got eyes and ears all over this fucking building, scumbags.",I've got my eyes and ears all over this house.
I don't know what the fuck you're saying.,I don't know what you're saying.
Look at this bugger.,look at this piece.
Fuck this! No!,"oh, God, no!"
Fuck you! You think I won't?,do you think I won't do it?
"Yeah, them are good, too. - Hell, yeah, they're good. Fuck.","yeah, they're really good. - Yeah, they're too good."
"When you fall in love, you're fucked.","as you fall in love, he's with you."
"Bound for the Pacific, everybody snoring, every damn dumb sucker, and we only stayed a few minutes, stoking up or something, and off we went.","we drove all the way to the Pacific, everyone was snoring, every flour was just in limbo, and we just stayed in here for a few minutes, maybe they put in or what, and then we drove."
"Neville, fuck off.","Neville, don't."
What the fuck?!,what's going on?
I've heard about you and your bullshit heroics.,I've heard of your exploits.
Old lady so sad she can't throw away amnesia chick's shit.,the old woman was sad and said she wouldn't throw her stuff away.
"No computers in this armor for to take over, you piece of junk!",there's no computer in this armor you can control!
"That shit looks nice, Lucy.","it looks good, Lucy."
Idiot - What did you say?,what did you just say?
"Dude, she took one of our spots. Bitch!","dude, she took our place."
Wait until you hear this bullshit.,wait till you hear this.
"His decision was stupid. Goodbye, Sean Flynn.","your reward is Budalasta, bye-bye, Sean Flynn."
Don't start this crap.,please don't start.
Louise is with a Kraut. We're fucked.,"Louise is with Skopek, it's over."
This son of a bitch did 100 bucks' worth of damage.,it's a shame for hundreds of dollars.
You can keep that shit.,you can keep that.
Hold the fuck on.,wait a minute.
"For a man with only one eye, it's positively idiotic.",for someone with one eye direct.
"Stupid express! You thought it was this track, too, didn't you?","you thought it was this runway, right?"
Why do you pull shit like that?,why did you do that?
Or you morons can walk home!,"easy, or you'll walk home!"
"Well, then... ...take a fucking drink.",all right...... take the drink.
Fine. Whatever. Idiot.,"all right, whatever."
"What the fuck are you doing, man?","what are you doing, man?"
I'm only an assistant. I don't know! - Bullshit!,"I'm just an assistant, I don't know."
This shit is real!,this is real.
That's my fucking mum!,that's my mom!
"Merry Christmas, motherfucker!","merry Christmas, man!"
"Oh, shit!","oh, man!"
Do your committee members know... what the fuck is going out with the garbage?,does your member committee know... what's going on with the bluebells?
I'm scared I've used up all my luck winning that stupid money.,I'm afraid I've taken all my luck with the prize money.
Fucker! Send the bill to my business manager.,send the bill to my business manager.
These fuckers sound great.,the sound is great.
Fucking idiot! If Cabral gets promoted... ...that's one more district which would mean even more money.,"when the cabral gets promoted...... we have more than one district, and that means more money."
Don't put your shit on the floor.,they don't put things on the ground.
Best Fighter? That's so dumb.,the best fighter?
"Oh, sugar. You just gone and done the dumbest thing in your whole life","honey, you just did the greatest thing in your life."
"Yeah, you saw me, fucker!","yeah, you saw me!"
You're an idiot. Be strong - that's all I'm saying.,"he's strong. That's all I'm saying, okay?"
"Do not be stupid, if not Capitalism is not democracy if not capitalism is not democracy.","without democracy, there would be no capitalism. And without capitalism, there would be no democracy."
Sucking up to her parents... In that outfit.,as he tried to impress her parents... in a suit like this.
I want you to come back to me. - Bullshit.,I want him to come back to me.
"Dude, what the fuck?","dude, what have you done?"
"Damn, boss. What you order?","boss, what did you get?"
"They have things we don't have, shit the Chinese and Israelis don't have.","things that we don't, things that neither the Chinese nor the Israelis have."
"if you don't have insurance, I'm gonna rip your balls off.","if you don't have insurance, then..."
"That stupid thought here that the people who love it, believe she is innocent. My mistake.",because I naively think that the people who love her will really believe she's innocent.
"What, I make you tap some bimbo, looks like a young Maggie? I make you flaunt that shit?",did I make you pick a coc that looks like a young Maggie?
Do you understand what the fuck I'm saying?,do you understand what I'm saying?
"Fuck you, I have to get to Munich",I have to get to Munich.
"Fucking come on, then!","come on, come on!"
"Jesus! Dad, what the fuck!","Jesus, what are you doing, Dad?"
